Date,Domestic Visitors,Foreign Visitors,shimla flights,shimla buses,buses - shimla,cars - shimla,trains - shimla,shimla trains,shimla cars,shimla bus booking,Shimla bus timings,Shimla train booking,Shimla train timings,Shimla flight booking,Flights in Shimla,Shimla airport,Flights near Shimla:,Total Transport,temperature_2m (Â°C),relativehumidity_2m (%),windspeed_10m (km/h),rain (mm)_sum,snowfall (cm)_sum
2010-01-03,38127,1768,0,0,0,0,0,21,0,29,0,0,44,0,0,0,81,175,3.815278,65.06944,4.45,10.6,2.1
2010-01-10,38139,1752,0,29,30,43,0,20,41,0,56,0,27,29,0,36,0,311,3.839286,67.27381,5.09881,0.2,0
2010-01-17,38167,1779,23,18,0,0,0,0,0,0,0,0,0,0,0,61,43,145,2.242857,62.92857,5.214286,2.3,9.94
2010-01-24,50814,1764,0,0,0,52,44,0,0,100,0,0,0,0,0,0,36,232,3.832143,59.34524,4.985714,0.7,0
2010-02-07,36032,1514,0,0,31,0,29,0,0,0,0,0,0,0,0,25,0,85,4.267857,61.23214,5.006548,11.7,0.21
2010-02-14,35886,1617,0,60,0,0,0,21,0,53,0,25,0,0,0,0,0,159,1.544643,75.67857,5.178571,51.9,26.11
2010-02-21,35935,1599,0,0,31,26,0,0,0,0,0,0,46,0,0,28,0,131,4.284524,57.9881,5.270833,0.9,0.21
2010-02-28,47701,1574,0,0,69,0,0,0,0,0,0,0,24,0,0,0,39,132,7.839881,65.8631,4.8125,7.4,0.42
2010-03-07,40781,3128,37,0,0,0,0,19,0,0,0,0,0,0,0,34,0,90,7.618452,64.50595,5.294643,23.9,0.07
2010-03-14,40793,3173,24,0,36,0,0,53,0,0,0,0,61,77,0,0,0,251,9.101786,56.5,5.270238,1.1,0
2010-03-21,40732,3075,50,63,0,0,32,21,27,67,0,100,33,0,0,40,0,433,12.6506,60.41667,4.804762,0,0
2010-03-28,54245,3033,0,43,46,0,66,0,0,0,100,0,49,0,0,0,100,404,15.02262,43.625,5.036905,0.3,0
2010-04-04,81171,3024,56,0,0,0,39,0,55,58,34,0,0,0,61,14,0,317,12.67976,44.64881,5.42381,8.4,0
2010-04-11,81135,2995,0,0,0,80,75,0,0,0,0,0,0,21,0,26,0,202,16.22976,32.49405,5.520833,0.6,0
2010-04-18,81205,3104,0,0,27,0,0,20,0,33,0,26,32,0,0,53,0,191,17.03869,37.9881,6.345238,8.2,0
2010-04-25,107882,3082,0,0,0,0,50,36,27,0,0,0,32,54,0,35,0,234,14.3131,53.88095,6.078571,22.1,0
2010-05-02,83153,2240,0,53,0,0,61,38,0,0,38,0,62,0,0,0,93,345,16.41607,46.80357,5.016667,8.9,0
2010-05-09,83168,2402,0,0,74,75,82,100,0,68,0,18,0,36,0,63,0,516,16.19643,59.625,5.244048,16.6,0
2010-05-16,83293,2452,0,37,31,29,60,41,0,39,29,0,0,41,0,38,0,345,17.17143,38.97619,5.908929,3.8,0
2010-05-23,110482,2438,0,31,98,0,47,0,0,75,31,26,74,78,0,34,0,494,18.01845,44.54762,5.793452,14.7,0
2010-06-06,91954,2618,45,22,100,0,79,57,0,0,0,0,0,28,0,24,0,355,18.74286,43.08929,5.294643,3,0
2010-06-13,91988,2524,0,24,0,50,0,0,23,0,0,0,0,79,0,16,0,192,15.32262,70.82738,4.473214,118.3,0
2010-06-20,92031,2577,40,0,44,0,43,26,51,0,0,0,0,0,39,34,0,277,17.86667,62.2381,4.794048,7,0
2010-06-27,122479,2481,26,0,61,85,63,0,21,83,0,0,0,32,48,53,0,472,18.93274,68.27976,4.864286,8.6,0
2010-07-04,41697,3133,0,0,0,0,65,0,0,52,0,0,0,0,0,0,0,117,18.45536,79.51786,4.141667,16.3,0
2010-07-11,41653,3051,0,0,50,40,100,0,0,60,0,0,0,0,0,24,0,274,17.68393,89.26786,3.805952,132.6,0
2010-07-18,41703,3011,27,52,27,0,55,29,0,0,0,21,23,0,0,31,0,265,18.06369,90.00595,3.333929,44.9,0
2010-07-25,55414,3127,59,0,45,0,31,0,100,0,0,0,0,0,0,0,0,235,18.18095,90.6131,3.322024,88.1,0
2010-08-01,27681,3619,39,0,0,0,0,52,33,0,0,21,0,19,0,0,0,164,17.87381,92.42857,3.304167,80.7,0
2010-08-08,27691,3545,100,0,0,0,0,0,0,29,0,0,0,0,0,28,0,157,17.90417,91.9881,3.320238,89.3,0
2010-08-15,27560,3613,0,0,0,0,47,28,28,0,0,0,0,30,0,0,0,133,17.62202,92.89881,3.130952,125.7,0
2010-08-22,36637,3693,51,0,56,0,0,52,68,35,0,0,0,25,36,23,0,346,17.84821,93.76786,3.260714,92.9,0
2010-09-05,42759,3614,0,0,0,0,0,51,0,0,0,47,20,0,46,38,0,202,17.44167,93.73214,3.249405,49.2,0
2010-09-12,42799,3675,25,0,0,23,73,61,43,37,42,0,0,0,0,0,0,304,16.60893,91.49405,3.480952,156.1,0
2010-09-19,42835,3589,0,33,0,0,0,20,0,32,0,36,81,0,0,0,0,202,14.21429,87.32738,4.007738,166.1,0
2010-09-26,56850,3684,27,0,27,0,0,24,0,0,0,0,0,0,0,0,0,78,14.81131,86.66071,3.391071,83.8,0
2010-10-03,28377,3112,45,21,27,0,0,0,0,0,0,0,0,0,0,25,73,191,14.23869,77.41071,4.193452,0.6,0
2010-10-10,28316,3102,31,23,53,30,41,0,0,0,0,0,0,0,0,55,0,233,12.98393,76.1131,4.382738,2.8,0
2010-10-17,28366,3153,27,0,0,0,29,33,0,0,0,0,33,34,55,12,0,223,13.32321,72.6131,4.266667,1.8,0
2010-10-24,37760,3172,0,44,31,0,77,35,39,0,35,0,0,0,0,20,0,281,11.05298,79.73214,4.617857,24.7,0
2010-11-07,23461,1687,20,0,31,0,0,0,0,0,0,30,0,0,0,25,0,106,9.975595,68.75,4.469643,0,0
2010-11-14,23481,1763,0,0,0,31,0,24,0,0,0,0,57,0,0,17,0,129,9.282143,61.95238,4.352976,0,0
2010-11-21,23519,1796,24,0,0,0,71,0,0,24,0,0,0,0,48,28,0,195,7.879762,70.94048,4.502976,11.3,0
2010-11-28,31079,1731,0,0,0,40,32,31,0,29,55,0,0,17,0,12,0,216,8.371429,77.3869,4.368452,0.5,0
2010-12-05,38972,2310,36,38,43,0,0,36,44,0,0,17,0,0,0,0,0,214,5.134524,67.5,4.572024,0,0
2010-12-12,38988,2260,26,0,0,24,58,54,0,0,34,0,52,0,0,27,0,275,5.335119,73.77976,4.639881,1.9,0
2010-12-19,38918,2296,0,0,47,0,0,0,0,0,0,23,0,26,51,100,41,288,3.913095,61.2381,3.969048,0,0
2010-12-26,51755,2264,32,0,90,0,44,55,0,0,0,0,0,0,0,0,0,221,3.388095,65.1131,4.153571,0.7,0
2011-01-02,42337,2010,25,48,29,0,0,19,22,0,0,0,0,0,0,22,0,165,1.672024,71.4881,5.310714,35.1,15.12
2011-01-09,42397,2078,20,35,0,24,47,27,35,0,29,0,0,0,0,0,40,257,0.594643,56.42857,5.135714,0.2,0
2011-01-16,42443,2120,25,0,71,0,34,35,0,0,0,23,0,0,81,24,0,293,0.992262,67.42262,4.9375,12.2,19.95
2011-01-23,56379,2024,0,17,0,0,0,19,0,0,0,0,44,0,0,0,0,80,0.082143,65.29167,4.57381,0.6,0.42
2011-02-06,40335,1764,0,72,0,0,30,48,0,30,0,24,0,0,52,0,0,256,5.792857,61.07143,5.575595,3.1,0.07
2011-02-13,40280,1676,85,0,0,19,0,40,0,60,0,0,0,0,55,24,28,311,4.766071,67.7619,5.544643,43.5,6.02
2011-02-20,40339,1710,40,0,0,50,36,27,26,0,0,0,27,0,0,40,0,246,2.143452,84.05952,4.319643,40.7,8.89
2011-02-27,53655,1698,38,0,47,0,29,16,0,0,0,23,0,0,0,23,23,199,2.891667,73.07738,4.8125,15.8,6.65
2011-03-06,45874,3212,17,34,32,0,32,38,0,32,29,0,37,0,0,15,0,266,4.939286,72.67857,5.055357,41.3,5.81
2011-03-13,45877,3181,0,32,35,0,65,28,0,26,0,0,0,0,0,23,0,209,6.645238,68.17857,4.713095,3.9,0
2011-03-20,45958,3302,37,0,0,0,45,19,56,0,37,19,32,0,80,14,0,339,10.73452,61.47024,5.539286,22.8,0
2011-03-27,61051,3179,0,16,18,0,25,69,0,21,53,29,21,15,46,11,0,324,10.06012,53.85119,5.609524,2.2,0
2011-04-03,91283,3279,37,32,42,0,43,47,0,28,21,0,0,0,40,66,0,356,9.503571,58.29167,5.916667,20.4,0
2011-04-10,91240,3314,23,0,44,0,67,0,0,87,0,0,0,32,0,0,27,280,8.685714,58.42262,5.977976,25.2,0.21
2011-04-17,91250,3234,0,31,0,0,62,64,0,0,0,29,44,0,0,32,0,262,10.77857,73.33929,5.215476,57.4,0
2011-04-24,121337,3279,24,34,71,0,39,30,33,0,0,40,19,0,0,24,0,314,10.63988,67.25,5.072024,26.7,0
2011-05-01,90203,2991,73,41,33,0,46,57,0,50,52,0,26,0,0,36,0,414,15.13095,59.08333,5.265476,5.2,0
2011-05-08,90225,2846,63,0,26,0,41,50,16,0,0,14,0,0,29,27,0,266,15.25238,59.25,4.798214,13.7,0
2011-05-15,90238,2894,77,41,0,0,0,32,0,55,23,56,34,28,0,25,0,371,17.05833,43.7619,5.430357,2.5,0
2011-05-22,119887,2911,43,43,48,23,0,31,0,45,0,37,18,0,0,33,0,321,18.1994,53.77381,5.635119,4,0
2011-06-05,99947,2986,0,17,62,0,81,22,0,78,0,49,27,29,0,21,0,386,16.40536,62.00595,5.167857,35.6,0
2011-06-12,99909,2975,28,29,31,0,0,19,0,28,65,21,0,0,0,17,0,238,17.25655,69.49405,4.754762,13.2,0
2011-06-19,99810,2963,21,29,62,0,0,37,0,0,36,20,39,20,0,12,68,344,17.64167,78.54167,4.34881,13.4,0
2011-06-26,132893,2945,0,63,0,60,48,44,0,63,0,55,38,20,0,23,0,414,18.36488,85.3631,3.726786,47.5,0
2011-07-03,45422,3230,30,24,47,0,31,0,0,0,0,0,0,0,0,14,0,146,17.4244,88.08929,3.734524,78.5,0
2011-07-10,45487,3283,41,0,0,0,52,0,0,0,0,0,17,20,41,18,0,189,17.43512,88.66071,3.604762,49,0
2011-07-17,45575,3286,34,26,77,0,0,20,0,0,0,0,0,30,0,0,28,215,17.66548,89.48214,3.753571,56.5,0
2011-07-24,60612,3310,31,33,0,21,61,46,0,0,51,0,52,0,0,44,0,339,17.83274,90.33333,3.433929,85,0
2011-08-07,51456,1029,0,40,40,0,47,26,15,0,48,0,43,0,0,27,0,286,18.19762,87.82738,3.897619,54.1,0
2011-08-14,51518,981,26,0,0,0,0,0,0,63,25,0,0,25,0,47,0,186,16.9756,92.52976,3.121429,159.6,0
2011-08-21,51459,1048,19,13,0,25,0,0,0,0,21,0,47,16,0,22,0,163,16.56667,91.67857,2.829167,234.5,0
2011-08-28,68437,937,30,20,37,0,0,24,0,44,52,20,19,0,0,30,0,276,17.2875,92.125,3.684524,76.1,0
2011-09-04,48092,3224,18,42,30,0,56,0,0,29,0,0,0,17,0,16,0,208,16.94048,89.30952,3.553571,46.4,0
2011-09-11,48126,3196,0,0,0,0,0,27,0,35,0,23,27,0,100,10,0,222,16.64286,92.00595,3.260119,55.4,0
2011-09-18,48072,3131,45,0,0,0,57,49,0,0,30,0,0,0,0,21,0,202,16.33274,87.72619,3.522024,17.7,0
2011-09-25,63654,3134,57,60,28,0,34,33,0,0,0,18,0,0,0,19,59,308,15.04524,82.78571,3.942262,4.5,0
2011-10-02,35798,3239,30,19,55,0,27,18,0,52,33,18,35,100,0,0,0,387,14.08869,84.16667,4.310714,4.2,0
2011-10-09,35770,3288,24,17,25,0,45,0,0,100,36,0,42,16,0,0,0,305,13.77619,80.35119,3.967262,8.1,0
2011-10-16,35772,3252,23,22,0,0,0,52,0,39,22,30,30,0,0,33,0,251,13.47798,74.20833,4.171429,0.4,0
2011-10-23,47376,3206,0,21,71,0,41,15,0,40,39,0,35,0,0,20,0,282,11.15119,64.78571,4.660119,2.6,0
2011-11-06,23715,1970,0,0,55,0,51,46,0,38,48,0,15,0,0,0,0,253,9.446429,64.55357,4.769643,0.3,0
2011-11-13,23850,2000,23,0,0,0,0,19,0,37,18,55,15,0,0,15,0,182,10.78929,69.08929,4.42381,1.3,0
2011-11-20,23866,2001,0,21,0,30,0,26,37,0,0,0,0,0,0,23,0,137,9.165476,63.88095,4.642857,0,0
2011-11-27,31836,1992,0,23,90,0,43,24,0,43,0,0,0,0,0,15,0,238,9.5,76.20238,3.882738,0,0
2011-12-04,36373,2284,16,47,35,0,87,78,23,0,0,23,28,18,36,0,47,438,8.739881,63.47619,4.067857,0,0
2011-12-11,36304,2213,38,0,44,46,0,46,0,0,22,0,40,23,0,62,0,321,6.58631,69.42262,4.029167,8.4,0.42
2011-12-18,36263,2155,0,14,23,0,40,0,37,0,0,0,55,33,0,49,32,283,4.444048,58.85714,4.154762,0,0
2011-12-25,48290,2183,0,28,53,20,0,54,0,43,24,14,47,37,0,13,24,357,3.689881,55.6131,4.595833,0,0
2012-01-01,45982,2286,32,29,0,0,18,23,14,0,0,28,0,36,0,0,0,180,3.929762,63.04167,4.554167,8.3,0.56
2012-01-08,45904,2305,19,0,0,0,44,36,0,45,0,0,0,0,0,0,0,144,0.327381,85.89286,4.607738,12.6,23.94
2012-01-15,45949,2307,37,18,0,0,0,12,0,64,35,35,0,0,0,19,21,241,-2.60357,63.16667,5.241667,9.6,18.55
2012-01-22,61031,2259,33,0,0,0,57,40,0,0,17,25,28,0,0,10,44,254,-1.9131,78.44643,5.045238,6,13.72
2012-02-05,41520,1756,13,34,62,0,19,0,0,22,19,34,26,18,0,0,32,279,1.588095,65.29167,5.230357,13.7,8.61
2012-02-12,41579,1887,46,0,0,16,49,41,0,31,25,0,0,0,30,15,0,253,-0.06012,68.2619,4.735714,5.4,22.26
2012-02-19,41610,1757,20,0,39,0,35,13,0,0,0,36,0,0,0,0,0,143,1.294643,72.95238,5.542262,17.4,11.97
2012-02-26,55581,1721,0,18,37,0,86,53,0,18,0,0,0,0,0,12,39,263,4.133333,72.1131,5.342262,21.3,0
2012-03-04,44325,3446,0,0,15,0,29,0,0,0,34,0,35,0,0,0,0,113,4.718452,64.67857,4.877976,23.5,0.14
2012-03-11,44385,3491,40,9,0,35,48,17,0,0,0,42,0,21,50,31,0,293,3.629762,69.14286,5.633929,38.1,2.94
2012-03-18,44440,3420,21,16,17,0,64,0,21,0,0,13,43,0,73,20,0,288,7.258929,59.2381,5.272024,2.5,3.01
2012-03-25,59136,3453,36,29,28,0,56,53,0,31,0,0,0,0,22,18,0,273,10.2869,59.50595,5.785119,11,0
2012-04-01,80412,2963,32,31,37,0,66,40,0,23,0,12,0,0,0,12,31,284,11.0875,57.72619,5.311905,8.2,0
2012-04-08,80275,2957,40,12,32,0,41,28,0,21,62,26,28,0,63,17,0,370,12.3119,52.20238,5.220238,7.5,0
2012-04-15,80275,2949,0,17,15,0,0,53,0,33,0,0,17,26,0,24,22,207,10.35833,68.02381,4.594048,25.7,0
2012-04-22,106606,3024,55,23,0,0,32,44,0,0,21,15,0,0,0,11,0,201,11.96786,67.43452,4.252976,23.8,0
2012-05-06,100385,3302,100,17,43,0,0,25,0,42,0,41,28,0,0,9,0,305,11.53512,60.04762,4.965476,22.8,0
2012-05-13,100357,3259,41,28,41,17,56,42,0,62,0,0,100,0,0,13,0,400,15.47976,53.30357,4.833929,5.7,0
2012-05-20,100326,3225,26,28,39,0,34,0,0,38,25,24,32,0,0,32,0,278,15.78214,47.95833,5.128571,3.1,0
2012-05-27,133422,3282,44,55,77,0,96,51,0,39,24,26,25,0,39,14,28,518,17.56667,41.77976,5.079762,5.4,0
2012-06-03,107231,3302,22,42,34,26,91,68,17,49,47,0,14,0,31,41,22,504,19.99286,37.2619,5.276786,1.2,0
2012-06-10,107026,3424,0,15,0,0,46,39,0,67,24,44,15,0,0,10,0,260,17.49048,52.875,5.153571,20.4,0
2012-06-17,107136,3240,17,35,0,0,68,44,17,16,0,22,0,0,0,18,0,237,20.46131,39.6369,4.893452,1.3,0
2012-06-24,142552,3288,17,46,26,0,48,40,0,49,20,0,13,0,0,19,0,278,20.36786,56.97619,5.478571,7.2,0
2012-07-01,49254,3598,0,16,0,0,23,12,0,32,22,0,0,0,25,43,0,173,19.80238,56.42857,4.947024,2,0
2012-07-08,49382,3596,23,29,41,0,56,15,0,0,81,30,0,0,0,43,23,341,18.55536,86.03571,3.634524,97.7,0
2012-07-15,49403,3597,24,11,0,0,56,35,0,0,0,20,0,0,0,41,0,187,17.67381,89.05357,3.430952,55.7,0
2012-07-22,65608,3575,0,31,51,0,18,23,0,0,27,43,0,0,0,0,0,193,18.16845,86.6369,4.370238,20,0
2012-08-05,64385,3634,36,0,33,0,66,76,0,0,37,22,16,0,0,0,0,286,17.29405,94.40476,3.297024,142.4,0
2012-08-12,64208,3601,15,0,36,0,42,27,0,0,0,0,34,0,0,27,0,181,17.33929,91.16071,3.247024,46.5,0
2012-08-19,64294,3647,65,14,49,0,19,0,0,39,38,20,43,0,0,20,0,307,17.5375,93.20833,3.147024,86.4,0
2012-08-26,85446,3667,20,17,34,15,0,36,0,33,0,15,0,0,53,16,0,239,16.81667,94.4881,2.967857,115.6,0
2012-09-02,49635,3796,29,25,41,52,73,15,0,0,46,16,19,0,79,26,54,475,16.96369,91.22619,3.217262,46.2,0
2012-09-09,49650,3720,0,9,35,0,0,65,0,0,0,36,24,18,44,20,0,251,16.45833,91.92262,3.247619,71.4,0
2012-09-16,49602,3676,22,26,19,0,96,58,0,40,19,0,47,0,57,9,68,461,16.79107,89.39286,3.629762,20.7,0
2012-09-23,66010,3773,0,15,45,38,33,43,0,28,22,0,24,0,0,15,30,293,14.7119,87.95833,3.627381,28,0
2012-10-07,53502,3879,28,12,40,0,35,39,0,37,0,10,0,0,0,19,0,220,13.49583,70.67857,4.307143,4.1,0
2012-10-14,53492,3861,33,47,56,0,55,43,0,0,30,0,16,0,0,14,0,294,11.02679,65.22024,5.089881,6,0
2012-10-21,53558,3839,20,0,20,15,48,35,0,0,0,0,35,0,23,18,0,214,10.25595,63.02976,4.381548,2.3,0
2012-10-28,71095,3786,29,10,0,0,45,39,0,45,0,0,0,0,81,11,0,260,8.396429,66.79762,4.364881,3.7,0
2012-11-04,39361,3602,0,16,53,0,56,37,0,57,0,15,31,26,24,0,0,315,10.01726,73.42857,4.285714,0.8,0
2012-11-11,39359,3441,35,17,0,0,60,31,0,54,0,0,0,0,67,15,0,279,7.342857,69.1131,4.167857,4.7,0
2012-11-18,39363,3503,0,19,31,0,29,0,0,0,0,11,12,0,25,23,40,190,7.527976,68.58929,4.407143,0.6,0
2012-11-25,52156,3575,0,41,12,0,26,0,0,0,51,0,20,17,0,0,0,167,6.080357,61.89286,4.088095,0.6,0
2012-12-02,62178,4212,25,11,19,0,30,10,0,0,0,0,0,14,24,8,37,178,4.991667,64.1131,4.464286,13.2,0.63
2012-12-09,62216,4251,50,20,27,0,65,44,32,98,29,15,0,0,27,36,0,443,6.658929,54.27976,4.490476,0,0
2012-12-16,62130,4184,49,24,41,24,93,31,0,55,33,34,36,44,0,17,29,510,2.829762,76.36905,4.911905,29.1,11.48
2012-12-23,82600,4330,18,30,52,0,70,85,13,72,37,21,21,0,0,19,0,438,3.511905,54.60714,5.752976,0.8,0
2013-01-06,50972,2429,36,0,41,0,28,28,0,0,24,61,56,24,0,19,0,317,1.941667,66.46429,4.660119,0,0
2013-01-13,50958,2431,24,21,25,54,38,31,0,0,0,0,14,0,0,21,41,269,2.582143,62.4881,4.984524,8.9,0.07
2013-01-20,50887,2433,21,36,18,0,0,26,0,50,0,0,0,0,0,16,0,167,0.785119,78.93452,5.488095,39.2,45.99
2013-01-27,67929,2348,26,33,33,0,49,49,0,0,25,74,0,0,28,17,0,334,-1.96071,50.39881,6.608333,0,0
2013-02-03,44106,2094,0,0,0,32,18,36,13,0,20,41,13,0,0,8,0,181,1.66131,64.01786,4.983333,5,0.98
2013-02-10,44026,2010,24,0,0,0,0,33,0,38,0,0,0,0,20,18,49,182,0.382143,72.22024,5.891071,74.4,30.1
2013-02-17,44069,2091,26,51,41,0,0,0,0,19,0,0,0,0,20,26,49,232,2.447619,68.57738,5.85119,19,8.54
2013-02-24,58673,1994,19,27,25,0,36,58,20,0,24,29,0,0,47,17,0,302,2.846429,76.58333,5.304762,36.8,6.3
2013-03-03,49814,3115,28,62,24,0,44,33,22,0,0,0,0,22,0,10,0,245,6.408333,64.75,5.69881,21.1,1.12
2013-03-10,49810,3117,36,26,23,0,26,26,0,30,21,33,0,0,20,25,0,266,8.720238,60.05952,5.285714,1.1,0
2013-03-17,49815,3154,33,41,39,0,75,34,0,33,21,25,11,29,0,33,21,395,7.516071,66.52381,5.270238,19.1,0
2013-03-24,66198,3173,21,0,45,0,0,63,0,32,0,43,42,0,0,25,0,271,9.319643,64.15476,5.820833,21.4,0
2013-04-07,86854,3329,23,29,21,0,45,47,18,21,22,31,27,31,21,15,0,351,10.00774,59.83929,5.35119,6.1,0
2013-04-14,86971,3317,18,31,33,0,20,25,0,49,18,76,27,0,0,35,0,332,11.44643,65.1131,5.026786,17.3,0
2013-04-21,86982,3294,13,36,29,0,31,54,0,25,32,35,19,21,37,21,0,353,11.62321,61.54762,4.67381,20.9,0
2013-04-28,115449,3421,30,47,54,0,53,58,0,0,0,32,19,0,19,0,0,312,12.53631,67.52381,4.596429,13.2,0
2013-05-05,102182,3594,36,27,0,34,58,53,0,42,19,0,0,0,26,27,50,372,13.99464,55.73214,5.222024,17.8,0
2013-05-12,102162,3466,22,55,50,0,45,39,0,20,38,39,34,0,24,15,0,381,14.9875,53.75595,5.283929,18.8,0
2013-05-19,102049,3527,28,47,28,0,58,74,0,48,36,0,24,0,0,24,0,367,16.16012,50.23214,5.120238,2.5,0
2013-05-26,135733,3532,31,61,68,0,100,79,0,46,25,58,14,72,0,41,58,653,20.41726,41.08333,5.882143,1.2,0
2013-06-02,31772,3231,27,48,35,0,55,72,0,42,33,34,0,0,0,5,0,351,18.12798,50.92857,5.074405,10.4,0
2013-06-09,31758,3346,20,57,55,0,37,57,32,24,32,0,49,24,20,13,0,420,19.10536,71.81548,4.724405,12.5,0
2013-06-16,31798,3224,12,34,19,0,35,34,0,24,0,23,16,0,0,17,0,214,17.0125,89.2619,3.217857,239.5,0
2013-06-23,42091,3253,0,41,68,0,28,12,20,27,0,0,0,71,0,13,0,280,17.32917,82.05357,4.177976,46.1,0
2013-07-07,42180,3581,17,0,0,0,42,33,0,32,0,0,0,0,0,17,0,141,17.94226,91.20238,4.031548,132.4,0
2013-07-14,42081,3666,13,19,0,0,20,55,0,17,15,25,0,0,58,0,0,222,18.07857,87.07738,4.1625,32.6,0
2013-07-21,42261,3523,12,16,17,0,32,37,0,0,21,21,0,0,0,9,0,165,18.13988,90.61905,3.57619,48.3,0
2013-07-28,55880,3663,9,23,30,0,0,0,26,23,23,42,0,39,0,11,0,226,17.71845,89.8631,3.794048,51.2,0
2013-08-04,50581,3369,31,39,25,0,32,21,0,37,0,0,45,0,30,16,0,276,18.07738,91.42857,3.661905,74.1,0
2013-08-11,50569,3407,19,26,13,0,38,28,12,25,0,59,0,32,0,13,0,265,17.15655,93.04167,3.425,92.9,0
2013-08-18,50634,3469,12,13,20,0,33,66,0,29,0,0,0,0,0,18,0,191,16.85357,93.02976,3.17619,94.9,0
2013-08-25,67330,3370,0,0,30,0,21,35,0,0,18,0,0,34,0,17,0,155,16.85357,90.30952,3.532143,52.9,0
2013-09-01,55084,4017,12,43,30,0,51,23,0,100,18,17,0,0,0,14,24,332,17.09881,87.91071,3.591071,23.3,0
2013-09-08,54973,3976,17,0,0,49,36,39,0,0,57,0,0,0,18,27,27,270,15.59643,85.89881,3.958333,18.5,0
2013-09-15,55069,3939,22,25,14,0,38,44,0,17,57,16,0,43,0,28,0,304,14.70238,85.83333,4.070833,15,0
2013-09-22,73284,3967,14,0,20,0,29,33,0,29,17,0,0,0,0,13,0,155,15.26726,78.65476,4.152976,21.9,0
2013-10-06,62457,4152,15,26,25,0,21,40,18,0,0,17,20,0,25,11,0,218,14.35714,89.66667,3.852976,15.7,0
2013-10-13,62376,4209,0,19,23,79,18,12,100,0,20,0,11,0,20,7,0,309,14.90119,88.72024,3.605357,28.9,0
2013-10-20,62360,4254,13,35,23,0,25,51,38,19,0,24,21,0,0,13,0,262,12.11786,75.30952,3.945238,2.7,0
2013-10-27,82957,4252,0,19,0,0,27,0,58,0,95,0,0,54,0,10,0,263,10.72083,79.3869,3.902976,1.8,0
2013-11-03,43866,3767,12,23,21,0,45,55,0,15,21,0,15,0,0,26,0,233,8.551786,67.73214,4.143452,4.1,0
2013-11-10,43918,3730,17,61,47,0,26,18,0,0,0,0,0,0,0,19,0,188,6.302976,74.14286,4.763095,25,0.63
2013-11-17,43850,3758,23,0,13,45,45,62,0,0,59,23,15,0,26,5,57,373,5.776786,58.58333,4.761905,0.1,0
2013-11-24,58685,3670,20,45,24,0,32,39,0,17,60,66,14,22,0,18,0,357,7.272024,67.94048,4.120238,0,0
2013-12-01,71534,4319,11,32,39,0,38,50,0,40,0,49,0,0,0,0,0,259,7.429762,63.25,4.485714,0,0
2013-12-08,71406,4339,19,24,48,66,44,32,0,16,21,35,0,0,0,0,0,305,5.541071,63.16667,4.257738,0.8,0
2013-12-15,71538,4380,18,19,45,0,49,58,12,39,32,43,21,0,21,13,0,370,5.507143,63.02381,4.588095,0,0
2013-12-22,95060,4284,8,44,30,0,55,74,0,52,21,42,37,0,0,35,0,398,3.106548,78.42857,4.144048,6.4,6.02
2014-01-05,53467,2538,29,18,25,36,48,61,16,13,0,43,38,0,0,44,0,371,1.43869,74.5,5.169048,15.3,8.96
2014-01-12,53445,2439,17,34,18,0,10,33,0,16,22,35,0,0,0,20,0,205,0.118452,70.72619,4.921429,2.9,8.89
2014-01-19,53553,2496,45,14,21,0,26,55,27,23,53,39,30,0,35,31,0,399,1.58631,78.98214,4.442857,8.7,6.3
2014-01-26,71045,2405,12,22,17,0,49,59,0,16,0,0,27,0,29,9,0,240,1.584524,67.97619,6.0125,13.1,15.82
2014-02-02,46385,2058,0,10,13,30,24,43,0,15,21,59,14,22,0,0,18,269,3.644643,65.66667,4.932143,1.4,0.07
2014-02-09,46359,2029,0,51,33,0,0,29,0,23,17,31,32,0,36,9,0,261,1.900595,81.8869,4.924405,39.9,14.07
2014-02-16,46454,2006,24,22,19,0,26,39,0,0,0,43,21,74,0,20,0,288,-0.22679,76.0119,4.410119,9.2,35.07
2014-02-23,61615,2186,40,18,27,71,42,21,14,0,25,0,12,22,0,30,0,322,1.424405,65.92857,5.820238,5.3,2.17
2014-03-02,50308,3447,13,18,0,0,39,82,45,23,0,0,20,0,0,22,20,282,2.614881,81.47024,4.996429,27,7.7
2014-03-09,50377,3421,30,57,51,0,54,66,0,22,14,42,30,0,20,27,0,413,4.207143,68.07738,4.774405,9.6,1.19
2014-03-16,50334,3363,21,0,0,0,36,39,0,91,36,21,47,0,21,30,0,342,7.242857,71.07143,5.394643,34.1,2.8
2014-03-23,67000,3368,20,43,28,0,36,51,10,0,30,23,41,0,27,22,0,331,7.517262,67.81548,5.294048,25.9,0.28
2014-04-06,87966,3697,17,44,47,0,23,38,26,29,21,62,0,39,23,23,0,392,9.817262,62.30357,5.565476,14,0.07
2014-04-13,87957,3551,26,60,49,0,57,59,13,61,31,64,0,17,0,38,59,534,9.488095,63.49405,5.301786,27.9,0
2014-04-20,87988,3507,22,38,31,0,44,60,0,45,29,15,14,0,27,23,30,378,9.491667,68.85714,5.021429,45.3,0
2014-04-27,117067,3607,27,33,18,0,69,53,0,30,51,52,0,56,44,17,0,450,12.42857,57.61905,4.907143,6,0
